model,price,year,km,color,country
Model S,89450.0,2024,1063,Azul,Francia
Model S,89900.0,2023,27477,Negro,Francia
Model S,90450.0,2024,710,Blanco,Francia
Model S,90610.0,2024,792,Azul,España
Model S,90770.0,2024,551,Negro,España
Model S,91500.0,2024,879,Gris,España
Model S,92030.0,2024,28,Gris,España
Model S,92380.0,2024,31,Negro,Francia
Model S,95225.0,2024,6465,Blanco,Portugal
Model S,96325.0,2024,22,Rojo,Portugal
Model S,98875.0,2023,1035,Blanco,Portugal
Model S,99600.0,2023,503,Blanco,España
Model S,101360.0,2024,5313,Rojo,Francia
Model S,101480.0,2024,3652,Negro,España
Model S,102270.0,2023,0,Blanco,España
Model S,102280.0,2023,1011,Negro,Francia
Model S,102540.0,2023,1700,Negro,España
Model S,102580.0,2024,0,Gris,España
Model S,102710.0,2024,21,Rojo,Francia
Model S,103525.0,2023,0,Negro,Portugal
Model S,110380.0,2024,541,Negro,Francia
Model S,115290.0,2024,25,Blanco,Francia
Model S,115490.0,2024,18,Gris,Francia
Model S,115680.0,2024,21,Azul,España
Model S,115835.0,2024,3197,Rojo,Portugal
Model S,115925.0,2024,17,Blanco,Portugal
Model S,116120.0,2024,26,Gris,Francia
Model S,117100.0,2024,20,Gris,España
Model 3,25100.0,2019,141692,Negro,Francia
Model 3,26900.0,2020,45691,Azul,Francia
Model 3,27900.0,2019,72649,Negro,Francia
Model 3,28800.0,2020,54847,Plata,Francia
Model 3,28500.0,2020,94337,Blanco,Francia
Model 3,29500.0,2020,68845,Negro,Francia
Model 3,29600.0,2021,136792,Blanco,Francia
Model 3,29800.0,2019,65352,Negro,Francia
Model 3,30100.0,2021,40244,Negro,Francia
Model 3,30200.0,2020,56115,Negro,Francia
Model 3,30800.0,2020,53808,Negro,Francia
Model 3,30800.0,2020,52917,Negro,Francia
Model 3,31000.0,2019,45587,Negro,Francia
Model 3,31200.0,2019,35858,Negro,Francia
Model 3,31300.0,2021,103272,Negro,Francia
Model 3,31300.0,2021,106571,Negro,Francia
Model 3,31300.0,2020,49251,Negro,Francia
Model 3,31400.0,2019,60048,Negro,España
Model 3,31600.0,2022,15290,Negro,España
Model 3,31600.0,2020,61733,Negro,Francia
Model 3,31500.0,2021,79887,Negro,Francia
Model 3,31700.0,2020,46586,Negro,Francia
Model 3,32200.0,2020,44365,Negro,Francia
Model 3,32200.0,2019,63570,Negro,Francia
Model 3,32300.0,2020,55927,Negro,Francia
Model 3,32400.0,2021,91051,Negro,Francia
Model 3,32900.0,2020,81783,Negro,Portugal
Model 3,33100.0,2020,63684,Negro,Francia
Model 3,33200.0,2021,79681,Negro,España
Model 3,33300.0,2020,65224,Negro,Francia
Model 3,33700.0,2021,76126,Negro,Francia
Model 3,33700.0,2021,88254,Negro,Francia
Model 3,34100.0,2021,57522,Negro,España
Model 3,34500.0,2020,40623,Blanco,Francia
Model 3,34870.0,2019,51506,Negro,Francia
Model 3,34900.0,2021,76956,Negro,España
Model 3,35100.0,2023,39315,Negro,España
Model 3,35200.0,2020,111567,Negro,Francia
Model 3,35300.0,2021,53081,Blanco,España
Model 3,35700.0,2023,26036,Negro,Francia
Model 3,35700.0,2021,64707,Negro,Francia
Model 3,35800.0,2021,90951,Blanco,Francia
Model 3,35900.0,2021,26089,Blanco,España
Model 3,35900.0,2021,63769,Negro,España
Model 3,36000.0,2020,38031,Blanco,Francia
Model 3,36270.0,2024,6562,Azul,España
Model 3,36300.0,2021,42189,Blanco,España
Model 3,36470.0,2025,0,Blanco,España
Model 3,36470.0,2024,5580,Azul,España
Model 3,36700.0,2024,1817,Blanco,España
Model 3,39200.0,2020,30295,Negro,Francia
Model 3,37000.0,2024,21,Blanco,España
Model 3,37000.0,2020,22191,Negro,Francia
Model 3,37100.0,2022,30168,Negro,España
Model 3,35900.0,2021,42177,Negro,Francia
Model 3,37300.0,2024,676,Blanco,España
Model 3,37300.0,2024,692,Blanco,España
Model 3,37310.0,2024,5656,Negro,España
Model 3,37500.0,2024,14,Blanco,España
Model 3,37520.0,2025,0,Blanco,España
Model 3,37770.0,2025,0,Azul,España
Model 3,37700.0,2023,28589,Negro,Francia
Model 3,37900.0,2022,20049,Negro,España
Model 3,38070.0,2025,0,Blanco,España
Model 3,38070.0,2024,12,Blanco,España
Model 3,38400.0,2023,36843,Negro,Francia
Model 3,38470.0,2024,3351,Gris,España
Model 3,38475.0,2025,0,Azul,Portugal
Model 3,38820.0,2025,0,Azul,España
Model 3,38870.0,2025,0,Blanco,España
Model 3,39120.0,2025,0,Azul,España
Model 3,39370.0,2025,0,Azul,España
Model 3,39370.0,2024,12,Azul,España
Model 3,39420.0,2025,12,Blanco,España
Model 3,39420.0,2024,0,Blanco,España
Model 3,39520.0,2025,0,Rojo,España
Model 3,39600.0,2020,40205,Blanco,España
Model 3,39675.0,2025,10,Azul,Portugal
Model 3,39675.0,2024,0,Azul,Portugal
Model 3,39700.0,2021,43763,Negro,Francia
Model 3,39825.0,2025,0,Azul,Portugal
Model 3,40080.0,2024,13,Azul,Francia
Model 3,40175.0,2025,0,Azul,Portugal
Model 3,40200.0,2021,31909,Blanco,Francia
Model 3,40700.0,2024,757,Azul,Francia
Model 3,41050.0,2024,15,Negro,Francia
Model 3,41170.0,2024,21,Azul,Francia
Model 3,41180.0,2025,0,Blanco,Francia
Model 3,41290.0,2024,14,Negro,Francia
Model 3,41340.0,2025,0,Blanco,Francia
Model 3,41460.0,2024,15,Azul,Francia
Model 3,41460.0,2024,29,Azul,Francia
Model 3,41460.0,2024,2629,Azul,Francia
Model 3,41470.0,2025,0,Blanco,España
Model 3,41570.0,2024,2309,Gris,Francia
Model 3,41760.0,2024,166,Negro,Francia
Model 3,41870.0,2024,52,Rojo,Francia
Model 3,41900.0,2024,10,Rojo,Francia
Model 3,41995.0,2024,5229,Negro,Portugal
Model 3,42020.0,2024,15,Rojo,Francia
Model 3,42160.0,2024,12,Negro,Francia
Model 3,42175.0,2025,10,Blanco,Portugal
Model 3,42370.0,2025,0,Blanco,Francia
Model 3,42480.0,2025,0,Negro,Francia
Model 3,42500.0,2024,353,Rojo,España
Model 3,42530.0,2025,0,Blanco,Francia
Model 3,42640.0,2024,10,Gris,Francia
Model 3,42770.0,2025,0,Negro,España
Model 3,43020.0,2024,23,Rojo,Francia
Model 3,43140.0,2024,12,Rojo,Francia
Model 3,43180.0,2025,0,Rojo,Francia
Model 3,43290.0,2024,12,Rojo,Francia
Model 3,43475.0,2025,0,Gris,Portugal
Model 3,43875.0,2025,0,Blanco,Portugal
Model 3,44025.0,2024,9,Blanco,Portugal
Model 3,44175.0,2025,0,Rojo,Portugal
Model 3,44325.0,2025,0,Rojo,Portugal
Model 3,44370.0,2025,9,Negro,España
Model 3,44675.0,2025,10,Rojo,Portugal
Model 3,44675.0,2024,12,Rojo,Portugal
Model 3,43900.0,2023,14886,Negro,Portugal
Model 3,44900.0,2023,31004,Negro,Francia
Model 3,45140.0,2025,13,Blanco,Francia
Model 3,45980.0,2024,2204,Blanco,España
Model 3,39000.0,2023,24197,Negro,Francia
Model 3,46290.0,2025,0,Negro,Francia
Model 3,46410.0,2025,536,Gris,Francia
Model 3,46500.0,2024,15795,Gris,España
Model 3,46620.0,2025,326,Gris,Francia
Model 3,46940.0,2024,4790,Blanco,España
Model 3,47015.0,2025,10,Azul,Portugal
Model 3,47240.0,2024,6399,Blanco,Francia
Model 3,47275.0,2025,0,Negro,Portugal
Model 3,47400.0,2023,12996,Negro,Francia
Model 3,47430.0,2024,11,Negro,Francia
Model 3,47510.0,2024,5616,Blanco,Francia
Model 3,47580.0,2024,13,Azul,Francia
Model 3,47650.0,2024,2051,Rojo,España
Model 3,47700.0,2023,29444,Negro,España
Model 3,48335.0,2025,87,Blanco,Portugal
Model 3,48340.0,2024,223,Blanco,España
Model 3,48360.0,2024,13,Negro,España
Model 3,48475.0,2025,99,Gris,Portugal
Model 3,48570.0,2024,223,Negro,España
Model 3,46600.0,2022,19834,Negro,Portugal
Model 3,48640.0,2024,15,Blanco,Francia
Model 3,48760.0,2025,0,Blanco,España
Model 3,48975.0,2025,0,Negro,Portugal
Model 3,49060.0,2024,25,Azul,España
Model 3,49385.0,2024,7172,Azul,Portugal
Model 3,49810.0,2025,0,Blanco,España
Model 3,49930.0,2024,440,Blanco,España
Model 3,49980.0,2024,10,Azul,Francia
Model 3,49990.0,2025,0,Blanco,Francia
Model 3,49990.0,2024,3362,Azul,España
Model 3,50060.0,2025,0,Negro,España
Model 3,50090.0,2025,10,Negro,Francia
Model 3,50100.0,2023,18379,Negro,España
Model 3,50110.0,2025,0,Blanco,España
Model 3,50190.0,2024,1412,Azul,Francia
Model 3,50225.0,2024,9327,Negro,Portugal
Model 3,50360.0,2025,0,Blanco,España
Model 3,50430.0,2024,13,Rojo,Francia
Model 3,50600.0,2024,15,Azul,Francia
Model 3,50875.0,2025,9,Rojo,Portugal
Model 3,50975.0,2025,9,Blanco,Portugal
Model 3,51110.0,2025,0,Azul,España
Model 3,51110.0,2024,15,Azul,España
Model 3,51160.0,2025,0,Blanco,España
Model 3,51180.0,2025,0,Blanco,Francia
Model 3,51290.0,2025,0,Gris,Francia
Model 3,51290.0,2024,10,Gris,Francia
Model 3,51325.0,2025,0,Blanco,Portugal
Model 3,51340.0,2025,0,Blanco,Francia
Model 3,51410.0,2025,0,Blanco,España
Model 3,51410.0,2024,13,Gris,España
Model 3,51560.0,2024,70,Rojo,Francia
Model 3,51580.0,2024,10,Rojo,Francia
Model 3,51600.0,2024,0,Rojo,Francia
Model 3,51660.0,2025,0,Negro,España
Model 3,51660.0,2025,10,Azul,España
Model 3,51675.0,2025,0,Blanco,Portugal
Model 3,51710.0,2025,0,Blanco,España
Model 3,51810.0,2024,0,Rojo,España
Model 3,51990.0,2024,0,Rojo,Francia
Model 3,52110.0,2025,12,Rojo,España
Model 3,52170.0,2024,13,Blanco,Francia
Model 3,52300.0,2024,3543,Blanco,España
Model 3,52360.0,2025,0,Rojo,España
Model 3,52360.0,2024,10,Rojo,España
Model 3,52370.0,2024,0,Blanco,Francia
Model 3,52460.0,2024,20,Blanco,España
Model 3,52475.0,2025,10,Negro,Portugal
Model 3,52475.0,2024,15,Azul,Portugal
Model 3,52480.0,2025,0,Negro,Francia
Model 3,52480.0,2025,10,Azul,Francia
Model 3,52525.0,2025,10,Blanco,Portugal
Model 3,52530.0,2025,0,Blanco,Francia
Model 3,52600.0,2024,15,Rojo,Francia
Model 3,52625.0,2025,10,Gris,Portugal
Model 3,52640.0,2025,0,Negro,Francia
Model 3,52875.0,2024,13,Blanco,Portugal
Model 3,52975.0,2025,9,Gris,Portugal
Model 3,52975.0,2025,10,Azul,Portugal
Model 3,53010.0,2024,0,Azul,España
Model 3,53020.0,2024,10,Rojo,Francia
Model 3,53025.0,2025,0,Blanco,Portugal
Model 3,53175.0,2024,0,Rojo,Portugal
Model 3,53180.0,2025,0,Rojo,Francia
Model 3,53340.0,2025,0,Rojo,Francia
Model 3,53830.0,2024,0,Azul,Francia
Model 3,53900.0,2024,15,Rojo,Francia
Model 3,54325.0,2024,10,Azul,Portugal
Model 3,54660.0,2024,3853,Negro,España
Model 3,54930.0,2024,3325,Gris,España
Model 3,55190.0,2024,2192,Rojo,Francia
Model 3,55390.0,2024,1726,Negro,España
Model 3,55720.0,2024,12,Rojo,Francia
Model 3,55775.0,2024,12,Rojo,Portugal
Model 3,56020.0,2024,13,Gris,España
Model 3,56420.0,2024,10,Gris,España
Model 3,56425.0,2024,10,Gris,Portugal
Model 3,56440.0,2024,10,Gris,Francia
Model 3,56920.0,2024,12,Blanco,Francia
Model 3,57490.0,2025,0,Blanco,Francia
Model 3,58470.0,2025,10,Blanco,España
Model 3,58470.0,2024,0,Blanco,España
Model 3,58475.0,2025,10,Blanco,Portugal
Model 3,58475.0,2024,13,Blanco,Portugal
Model 3,58680.0,2024,0,Blanco,Francia
Model 3,58790.0,2025,0,Azul,Francia
Model 3,58790.0,2025,9,Negro,Francia
Model 3,58790.0,2025,10,Negro,Francia
Model 3,59340.0,2024,12,Rojo,Francia
Model 3,59490.0,2025,11,Rojo,Francia
Model 3,59490.0,2024,24,Rojo,Francia
Model 3,59675.0,2025,0,Blanco,Portugal
Model 3,59675.0,2024,11,Blanco,Portugal
Model 3,59770.0,2025,0,Azul,España
Model 3,59980.0,2025,0,Negro,Francia
Model 3,60680.0,2024,17,Rojo,Francia
Model 3,60820.0,2025,0,Negro,España
Model 3,60975.0,2025,0,Negro,Portugal
Model 3,60975.0,2025,10,Azul,Portugal
Model 3,61675.0,2024,0,Rojo,Portugal
Model 3,62275.0,2024,12,Blanco,Portugal
Model 3,62590.0,2024,10,Negro,Francia
Model 3,62590.0,2024,19,Azul,Francia
Model 3,64480.0,2024,11,Rojo,Francia
Model 3,65975.0,2024,12,Blanco,Portugal
Model x,43200.0,2018,91833,Plata,Francia
Model x,39500.0,2018,124003,Plata,Francia
Model x,44200.0,2019,114328,Azul,Francia
Model x,44500.0,2019,115609,Plata,Francia
Model x,48500.0,2019,75286,Plata,Francia
Model x,49000.0,2019,98188,Plata,Francia
Model x,49900.0,2018,52351,Plata,Francia
Model x,51400.0,2019,84586,Plata,Francia
Model x,51800.0,2019,95034,Negro,Francia
Model x,52000.0,2018,108044,Azul,España
Model x,53800.0,2019,64177,Plata,Francia
Model x,54000.0,2020,53949,Blanco,Francia
Model x,55000.0,2019,59026,Negro,Francia
Model x,55500.0,2020,91785,Blanco,Francia
Model x,56000.0,2019,55363,Plata,Francia
Model x,57000.0,2020,59115,Plata,Francia
Model x,58000.0,2019,64984,Plata,Portugal
Model x,83500.0,2023,15035,Blanco,España
Model x,84000.0,2023,20759,Negro,España
Model x,84500.0,2023,11765,Negro,España
Model x,84500.0,2023,16910,Negro,España
Model x,86500.0,2023,21472,Plata,España
Model x,87600.0,2023,20073,Blanco,España
Model x,91210.0,2023,1703,Azul,España
Model x,96120.0,2024,3632,Blanco,España
Model x,97375.0,2023,3525,Blanco,Portugal
Model x,94000.0,2023,12384,Plata,Francia
Model x,99990.0,2024,23,Blanco,Francia
Model x,100580.0,2024,5519,Blanco,España
Model x,100860.0,2024,3945,Negro,España
Model x,101230.0,2024,953,Blanco,España
Model x,102820.0,2024,4378,Negro,España
Model x,102840.0,2023,1405,Blanco,España
Model x,103050.0,2024,18,Negro,Francia
Model x,104370.0,2023,31,Blanco,España
Model x,105010.0,2024,194,Gris,España
Model x,106270.0,2024,33,Blanco,España
Model x,106445.0,2024,31,Azul,Portugal
Model x,106855.0,2023,14782,Azul,Portugal
Model x,107210.0,2023,3253,Blanco,España
Model x,108075.0,2023,34,Negro,Portugal
Model x,108190.0,2024,49,Negro,Francia
Model x,109200.0,2024,26,Rojo,Francia
Model x,109290.0,2023,86,Plata,Francia
Model x,110100.0,2024,3063,Negro,España
Model x,110370.0,2024,20,Negro,España
Model x,111370.0,2024,17,Rojo,España
Model x,111670.0,2024,59,Blanco,España
Model x,112490.0,2024,0,Blanco,Francia
Model x,112575.0,2024,20,Negro,Portugal
Model x,112770.0,2024,0,Negro,España
Model x,112770.0,2024,20,Azul,España
Model x,113500.0,2024,401,Azul,Francia
Model x,113530.0,2024,197,Rojo,Francia
Model x,113570.0,2024,0,Blanco,España
Model x,113575.0,2024,17,Rojo,Portugal
Model x,113770.0,2024,28,Gris,España
Model x,114050.0,2024,32,Gris,España
Model x,114670.0,2024,0,Blanco,España
Model x,114770.0,2024,31,Rojo,España
Model x,115075.0,2024,0,Negro,Portugal
Model x,115075.0,2024,20,Azul,Portugal
Model x,115290.0,2024,20,Negro,Francia
Model x,115725.0,2024,0,Blanco,Portugal
Model x,115825.0,2023,116,Azul,Portugal
Model x,116075.0,2024,28,Gris,Portugal
Model x,116170.0,2023,0,Negro,España
Model x,116665.0,2024,25,Rojo,Portugal
Model x,116925.0,2024,0,Blanco,Portugal
Model x,117075.0,2024,31,Rojo,Portugal
Model x,117090.0,2023,26,Plata,Francia
Model x,117270.0,2024,26,Rojo,España
Model x,117590.0,2024,20,Gris,Francia
Model x,118690.0,2023,23,Negro,Francia
Model x,118690.0,2023,60,Azul,Francia
Model x,119525.0,2024,26,Rojo,Portugal
Model x,120270.0,2024,25,Rojo,España
Model x,120425.0,2023,26,Plata,Portugal
Model x,120670.0,2024,17,Rojo,España
Model x,121870.0,2024,0,Blanco,España
Model x,122025.0,2023,25,Negro,Portugal
Model x,123025.0,2024,17,Rojo,Portugal
Model x,123925.0,2024,0,Blanco,Portugal
Model x,124890.0,2023,31,Azul,Francia
Model x,126525.0,2024,31,Rojo,Portugal
Model x,126870.0,2024,0,Rojo,España
Model x,129025.0,2024,0,Rojo,Portugal
Model Y,38500.0,2022,43516,Plata,Francia
Model Y,41475.0,2025,0,Blanco,Portugal
Model Y,41475.0,2024,4,Blanco,Portugal
Model Y,42025.0,2024,5432,Blanco,Portugal
Model Y,42180.0,2025,4,Blanco,Francia
Model Y,42290.0,2025,4,Negro,Francia
Model Y,42555.0,2025,0,Blanco,Portugal
Model Y,42605.0,2024,3749,Blanco,Portugal
Model Y,42645.0,2025,0,Azul,Portugal
Model Y,42645.0,2024,9,Azul,Portugal
Model Y,42750.0,2024,5950,Negro,España
Model Y,43090.0,2025,4,Blanco,Francia
Model Y,43100.0,2022,71294,Azul,Francia
Model Y,43440.0,2024,2798,Negro,España
Model Y,41600.0,2022,31021,Negro,Portugal
Model Y,43640.0,2025,5,Negro,Francia
Model Y,43640.0,2024,0,Negro,Francia
Model Y,43725.0,2025,5,Negro,Portugal
Model Y,43900.0,2022,35338,Blanco,Portugal
Model Y,44000.0,2022,54383,Blanco,Portugal
Model Y,44260.0,2025,0,Blanco,España
Model Y,44280.0,2025,0,Blanco,Francia
Model Y,44390.0,2025,4,Negro,Francia
Model Y,44490.0,2024,6282,Blanco,España
Model Y,44590.0,2024,6998,Azul,España
Model Y,44715.0,2025,5,Negro,Portugal
Model Y,44715.0,2024,0,Azul,Portugal
Model Y,44970.0,2024,5091,Negro,España
Model Y,45400.0,2023,10713,Rojo,Francia
Model Y,45500.0,2022,36306,Plata,Portugal
Model Y,45540.0,2024,8099,Blanco,España
Model Y,45560.0,2025,0,Azul,España
Model Y,45560.0,2024,7996,Blanco,España
Model Y,45630.0,2024,3,Blanco,Francia
Model Y,45750.0,2024,1317,Blanco,España
Model Y,45795.0,2024,0,Azul,Portugal
Model Y,45795.0,2024,16,Azul,Portugal
Model Y,45935.0,2024,7,Negro,Portugal
Model Y,45990.0,2024,5128,Azul,España
Model Y,46115.0,2024,12,Rojo,Portugal
Model Y,46495.0,2025,4,Blanco,Portugal
Model Y,46500.0,2022,31967,Blanco,Portugal
Model Y,46500.0,2022,32157,Blanco,Portugal
Model Y,46790.0,2024,1011,Rojo,España
Model Y,46800.0,2023,48582,Negro,España
Model Y,46830.0,2024,4075,Rojo,España
Model Y,46930.0,2024,1991,Blanco,España
Model Y,46990.0,2025,0,Blanco,Francia
Model Y,47000.0,2022,28496,Blanco,Portugal
Model Y,47000.0,2022,28755,Blanco,Portugal
Model Y,47080.0,2024,3293,Rojo,España
Model Y,47580.0,2024,4462,Blanco,España
Model Y,47660.0,2025,4,Azul,España
Model Y,47850.0,2024,0,Negro,Francia
Model Y,47990.0,2025,0,Blanco,Francia
Model Y,48110.0,2023,7085,Blanco,España
Model Y,48180.0,2025,4,Blanco,Francia
Model Y,48210.0,2024,2376,Blanco,España
Model Y,48210.0,2024,2946,Rojo,España
Model Y,48800.0,2023,11184,Negro,Francia
Model Y,48800.0,2022,20423,Blanco,Francia
Model Y,48895.0,2023,5218,Blanco,Portugal
Model Y,49040.0,2023,2036,Blanco,España
Model Y,49160.0,2025,2,Blanco,España
Model Y,49180.0,2025,0,Blanco,Francia
Model Y,49180.0,2024,6,Blanco,Francia
Model Y,49230.0,2024,5,Blanco,Francia
Model Y,49290.0,2025,0,Azul,Francia
Model Y,49290.0,2024,4,Negro,Francia
Model Y,49290.0,2024,145,Negro,Francia
Model Y,49300.0,2024,3169,Rojo,Francia
Model Y,49340.0,2025,0,Blanco,Francia
Model Y,49340.0,2024,4,Blanco,Francia
Model Y,49410.0,2025,0,Azul,España
Model Y,49790.0,2024,211,Blanco,España
Model Y,49830.0,2024,26,Blanco,España
Model Y,49840.0,2024,400,Blanco,España
Model Y,49890.0,2024,7,Negro,Francia
Model Y,49975.0,2025,4,Blanco,Portugal
Model Y,49995.0,2023,5887,Azul,Portugal
Model Y,50090.0,2025,0,Blanco,Francia
Model Y,50160.0,2024,9,Negro,España
Model Y,50375.0,2025,0,Blanco,Portugal
Model Y,50480.0,2025,0,Negro,Francia
Model Y,50500.0,2024,4041,Rojo,España
Model Y,50530.0,2025,0,Blanco,Francia
Model Y,50530.0,2024,4,Blanco,Francia
Model Y,50560.0,2024,3179,Blanco,España
Model Y,50600.0,2022,14953,Negro,Francia
Model Y,50640.0,2025,0,Negro,Francia
Model Y,50875.0,2024,6214,Blanco,Portugal
Model Y,50940.0,2025,2,Rojo,Francia
Model Y,51020.0,2024,2501,Azul,España
Model Y,51280.0,2025,0,Blanco,Francia
Model Y,51390.0,2025,0,Negro,Francia
Model Y,51390.0,2025,2,Azul,Francia
Model Y,51405.0,2024,2545,Negro,Portugal
Model Y,51420.0,2024,2857,Azul,España
Model Y,51440.0,2025,0,Blanco,Francia
Model Y,51515.0,2025,0,Blanco,Portugal
Model Y,51655.0,2025,4,Blanco,Portugal
Model Y,51655.0,2024,0,Blanco,Portugal
Model Y,51655.0,2024,12,Blanco,Portugal
Model Y,51740.0,2025,4,Negro,Francia
Model Y,51760.0,2025,0,Blanco,España
Model Y,51830.0,2025,2,Negro,Francia
Model Y,52550.0,2024,1520,Negro,España
Model Y,52580.0,2025,0,Negro,Francia
Model Y,52580.0,2024,7,Negro,Francia
Model Y,52625.0,2025,0,Azul,Portugal
Model Y,52630.0,2024,7,Blanco,Francia
Model Y,52635.0,2024,3709,Azul,Portugal
Model Y,52690.0,2024,5,Rojo,Francia
Model Y,52810.0,2025,0,Blanco,España
Model Y,52980.0,2025,0,Negro,Francia
Model Y,53050.0,2024,26,Blanco,España
Model Y,53060.0,2025,0,Negro,España
Model Y,53060.0,2024,12,Negro,España
Model Y,53090.0,2025,4,Negro,Francia
Model Y,53090.0,2024,10,Negro,España
Model Y,53510.0,2024,9,Negro,Francia
Model Y,53575.0,2024,5,Negro,Portugal
Model Y,53795.0,2024,0,Azul,Portugal
Model Y,53990.0,2025,0,Blanco,Francia
Model Y,54035.0,2024,4,Azul,Portugal
Model Y,54125.0,2025,0,Rojo,Portugal
Model Y,54280.0,2025,5,Negro,Francia
Model Y,54770.0,2024,0,Rojo,Francia
Model Y,54910.0,2024,565,Blanco,España
Model Y,55005.0,2024,3976,Azul,Portugal
Model Y,55070.0,2025,7,Blanco,España
Model Y,55070.0,2024,10,Blanco,España
Model Y,55070.0,2023,28,Blanco,España
Model Y,55180.0,2024,0,Blanco,Francia
Model Y,55220.0,2024,2276,Blanco,España
Model Y,55230.0,2024,4,Rojo,Francia
Model Y,55290.0,2025,0,Negro,Francia
Model Y,55290.0,2025,4,Azul,Francia
Model Y,55340.0,2024,0,Blanco,Francia
Model Y,55455.0,2025,4,Blanco,Portugal
Model Y,55460.0,2024,9,Blanco,España
Model Y,55710.0,2024,0,Blanco,España
Model Y,56215.0,2024,0,Azul,Portugal
Model Y,56420.0,2025,0,Blanco,España
Model Y,56480.0,2025,2,Negro,Francia
Model Y,56590.0,2024,12,Rojo,Francia
Model Y,56640.0,2025,0,Negro,Francia
Model Y,56810.0,2024,612,Azul,España
Model Y,57700.0,2024,10,Negro,España
Model Y,57780.0,2025,0,Rojo,Francia
Model Y,58500.0,2024,7,Blanco,España
Model Y,58735.0,2025,4,Negro,Portugal
Model Y,58960.0,2024,179,Rojo,España
Model Y,58970.0,2025,0,Blanco,España
Model Y,58970.0,2024,9,Azul,España
Model Y,58975.0,2025,0,Blanco,Portugal
Model Y,59290.0,2025,4,Azul,Francia
Model Y,60275.0,2025,5,Negro,Portugal
Model Y,61475.0,2025,4,Negro,Portugal
Model Y,61475.0,2024,7,Azul,Portugal
Model Y,61490.0,2025,4,Blanco,Francia
Model Y,61500.0,2024,395,Negro,España
Model Y,61575.0,2025,4,Rojo,Portugal
Model Y,61620.0,2024,6,Negro,España
Model Y,62620.0,2024,9,Rojo,España
Model Y,62825.0,2024,9,Azul,Portugal
Model Y,64815.0,2024,13,Azul,Portugal
Model Y,66420.0,2024,10,Rojo,España
Model Y,67775.0,2025,4,Negro,Portugal
